Stock,Group,Region,Metric,Category,Use,Threshold Value High,Threshold Value Low,Reverse,Mean,Stdev,Max,Min,Value,Quality,Order1,Order2,Rank0,Flag,Rank
BBRKC,Crab,BSAI,Commercial Importance,Socioeconomic,Yes,0.729513501,0.645556499,No,0.603585556,0.270171516,1,0,0.916,4,31,10,0.916,1,0.943
BBRKC,Crab,BSAI,Relative Stock Abundance,Ecosystem,No,0.5,1.2,Yes,1.745167825,0.628635436,3.262385004,0.520664332,NA,,34,66,NA,,NA
BBRKC,Crab,BSAI,Natural Mortality,Ecosystem,Yes,0.5,0.2,No,0.196413793,0.195789274,1,0.03,0.18,0,2,25,0.154639175,,0.603
BBRKC,Crab,BSAI,Growth Rate,Ecosystem,No,0.1,0.25,Yes,0.174834341,0.109642666,0.445,0.022,NA,NA,3,62,NA,,NA
BBRKC,Crab,BSAI,Age 50% Maturity,Ecosystem,No,,,No,10.14553191,6.575004648,36,3.6,NA,NA,5,64,NA,,NA
BBRKC,Crab,BSAI,Mean Age,Ecosystem,No,,,No,12.71687016,7.367200393,31,2,NA,NA,6,65,NA,,NA
BBRKC,Crab,BSAI,Spawning Aggregation,Ecosystem,No,,,No,2.695652174,0.702901946,3,1,,,36,67,NA,,NA
BBRKC,Crab,BSAI,Transformation Size,Ecosystem,No,,,,31.97857143,17.35764866,67.5,13.4,NA,,41,68,NA,,NA
BBRKC,Crab,BSAI,Latitude Range,Ecosystem,Yes,,,Yes,33.01612903,7.614679386,53,12,3,4,11,1,1.219512195,,1
BBRKC,Crab,BSAI,Reproductive Strategy,Ecosystem,Yes,,,No,1.875,0.254950976,2.3,1.6,2.5,2.3,20,2,1.285714286,,1
BBRKC,Crab,BSAI,ELH Survival Settlement,Ecosystem,Yes,,,No,2.4375,0.232609421,2.7,2,2.8,2.3,21,3,1.142857143,,1
BBRKC,Crab,BSAI,Lat_Min,Ecosystem,No,,,,32.90322581,6.657202872,54,17,55,,63,4,1.027027027,,1
BBRKC,Crab,BSAI,OA Sensitivity,Ecosystem,Yes,,,No,1.869354839,0.537019312,2.8,1,3.6,3,26,5,1.444444444,,0.981
BBRKC,Crab,BSAI,Long_Max,Ecosystem,No,,,,128.5294118,21.19496123,180,109,160,,66,6,0.718309859,,0.965
BBRKC,Crab,BSAI,Habitat Specificity,Ecosystem,Yes,,,No,1.477419355,0.432082018,2.6,1,2.3,2.7,23,7,0.8125,,0.962
BBRKC,Crab,BSAI,Other Stressors,Ecosystem,Yes,,,No,1.291935484,0.275382528,2.2,1,1.9,2,27,9,0.75,,0.943
BBRKC,Crab,BSAI,Habitat Vulnerability Index,Ecosystem,No,,,No,0.693877551,0.683254517,2,0,2,4,42,11,1,,0.928
BBRKC,Crab,BSAI,Length 50% Maturity,Ecosystem,Yes,,,No,45.52172727,27.98778625,130,13.5,120,2,8,12,0.91416309,,0.916
BBRKC,Crab,BSAI,Long_Min,Ecosystem,No,,,,134.75,34.67917475,180,45,166,,65,14,0.896296296,,0.888
BBRKC,Crab,BSAI,Adult Mobility,Ecosystem,Yes,,,No,1.651612903,0.538894416,2.6,1,2.6,3,22,15,1,,0.886
BBRKC,Crab,BSAI,Population Growth Rate,Ecosystem,Yes,,,No,2.675,0.511998884,3.7,2.3,3.7,2.7,10,16,1,,0.875
BBRKC,Crab,BSAI,Spawning Cycle,Ecosystem,Yes,,,No,2.75,0.507092553,3.8,2.2,3.2,3,17,17,0.625,,0.875
BBRKC,Crab,BSAI,Stock Size over Status,Ecosystem,No,,,No,1.25,0.585314097,3,1,2,3,35,18,0.5,,0.821
BBRKC,Crab,BSAI,Temperature Sensitivity,Ecosystem,Yes,,,No,1.84375,0.551256681,3.2,1.55,3,2.3,13,19,0.878787879,,0.777
BBRKC,Crab,BSAI,Constituent Demand,Socioeconomic,Yes,,,No,2.73,1.607412676,5,0,5,4,32,21,1,,0.772
BBRKC,Crab,BSAI,Ecosystem Value Bottom-Up,Ecosystem,Yes,,,No,2.449152542,1.425430713,5,1,3,2,29,22,0.5,,0.75
BBRKC,Crab,BSAI,Spawning Duration,Ecosystem,Yes,,,Yes,5.6,3.190026832,12,2,4,3,18,23,0.8,,0.726
BBRKC,Crab,BSAI,Prey Specificity,Ecosystem,Yes,,,No,1.561290323,0.504197086,2.8,1,1.3,3,25,24,0.166666667,,0.641
BBRKC,Crab,BSAI,Non-Catch Value,Socioeconomic,Yes,,,No,1.967391304,1.419711136,5,0,2.783783674,4,33,26,0.556756735,,0.564
BBRKC,Crab,BSAI,Usual_Depth_Min,Ecosystem,No,,,,70.72580645,96.76677545,400,0,20,,67,27,0.05,,0.519
BBRKC,Crab,BSAI,Feeding Larvae Duration,Ecosystem,No,,,,115.530303,47.80264431,182,30,120,3,40,28,0.592105263,,0.437
BBRKC,Crab,BSAI,Dispersal ELH,Ecosystem,Yes,,,No,1.614516129,0.721302732,3.6,1,1.2,3,19,32,0.076923077,,0.226
BBRKC,Crab,BSAI,Usual_Depth_Max,Ecosystem,No,,,,476.9354839,427.9366764,2000,100,200,,68,33,0.052631579,,0.173
BBRKC,Crab,BSAI,Egg Diameter,Ecosystem,No,,,,1.677419355,0.831961408,4,0.8,0.97,3,37,34,0.053125,,0.103
BBRKC,Crab,BSAI,Hatch Size,Ecosystem,No,,,,4.662,1.938848389,11.5,2,1.1,3,38,39,-0.094736842,,0
BBRKC,Crab,BSAI,Feeding Larvae Size,Ecosystem,No,,,,18.73,10.43828462,41.5,8,1.64,3,39,40,-0.189850746,,0
BBRKC,Crab,BSAI,Lat_Max,Ecosystem,No,,,,65.91935484,5.19867066,79,60,58,,64,41,-0.105263158,,0
BBRKC,Crab,BSAI,Mean Trophic Level,Ecosystem,No,,,No,3.760483871,0.362723882,4.4,3.2,3,1,28,38,-0.166666667,,
BBRKC,Crab,BSAI,Recreational Index,Socioeconomic,No,,,No,26021.22222,41188.18114,122501,7,,4,45,44,,,
BBRKC,Crab,BSAI,Subsistence Index,Socioeconomic,No,,,No,1364.684925,2526.52813,10711.22072,5.599,,4,46,45,,,
BBRKC,Crab,BSAI,Recreational Fishery Importance,Socioeconomic,No,,,No,0.239795918,0.530229863,2.25,0,,4,47,46,,,
BBRKC,Crab,BSAI,Subsistence Fishery Importance,Socioeconomic,No,,,No,0.987179487,1.216591331,4,0,,4,48,47,,,
BBRKC,Crab,BSAI,Biomass,Ecosystem,No,,,,234537.875,518883.9756,3540000,5352,,,49,48,,,
BBRKC,Crab,BSAI,B_MSY,Ecosystem,No,,,,180606.4286,370829.139,1984200,7198,,,50,49,,,
BBRKC,Crab,BSAI,Catch,Socioeconomic,No,,,,40910.29243,182269.7611,1321581,0,,,51,50,,,
BBRKC,Crab,BSAI,OFL,Ecosystem,No,,,,115596.06,470480.8576,3330000,560,,,52,51,,,
BBRKC,Crab,BSAI,ABC,Ecosystem,No,,,,73621.35417,239652.9225,1637000,453,,,53,52,,,
BBRKC,Crab,BSAI,TAC,Socioeconomic,No,,,,52831.9375,191727.0498,1310000,100,,,54,53,,,
BBRKC,Crab,BSAI,Total_Mortality,Ecosystem,No,,,,0.26672595,0.308989632,1.900738634,0.036,,,55,54,,,
BBRKC,Crab,BSAI,Fishing_Mortality (Z-M),Socioeconomic,No,,,,0.069519053,0.134024088,0.900738634,0,,,56,55,,,
BBRKC,Crab,BSAI,Fishing_Rate_Relative_Natural_Mortality,Socioeconomic,No,,,,0.313625445,0.288537257,1.15,0,,,57,56,,,
BBRKC,Crab,BSAI,Generation Time,Ecosystem,No,,,,20.33942857,13.18511013,56,8,,,58,57,,,
BBRKC,Crab,BSAI,Doubling_Time,Ecosystem,No,,,,9.738793103,3.639862672,14,2.9,,,59,58,,,
BBRKC,Crab,BSAI,Best_Age,Ecosystem,No,,,,13.37765449,7.086950602,28,3,,,60,59,,,
BBRKC,Crab,BSAI,Common/Max Length,Ecosystem,No,,,,99.04484151,126.2037305,700,20,,,61,60,,,
BBRKC,Crab,BSAI,Max Weight,Ecosystem,No,,,,14.22736364,21.61082247,91,0.052,,,62,61,,,
Arrowtooth,Flatfish,GOA,Commercial Value,Socioeconomic,No,1773862.26,339838.64,No,13744471.18,50904942.78,367726626,0,7238208,3,44,,0.019683666,1,0.807
Arrowtooth,Flatfish,GOA,Fecundity,Ecosystem,Yes,1000,100000,Yes,571096.8333,910959.2328,3700000,4.5,1243000,2,15,,0.335945138,1,0.158
Arrowtooth,Flatfish,GOA,Maximum Length,Ecosystem,Yes,155,55,No,97.91666667,58.28052897,195,16,91,4,9,,0.418994413,,0.5
Arrowtooth,Flatfish,GOA,Depth Range,Ecosystem,Yes,100,,Yes,406.2096774,393.8530614,2000,75,200,3,12,,0.064935065,1,0.755
Arrowtooth,Flatfish,GOA,Maximum Age,Ecosystem,Yes,25,10,No,44.24074074,38.06941782,157,2,34,3,7,,0.206451613,1,0.533
Arrowtooth,Flatfish,GOA,Age at 1st Maturity,Ecosystem,Yes,5,2,No,6.517241379,4.789278872,19,1,6,3,4,,0.277777778,1,0.576
Arrowtooth,Flatfish,GOA,Habitat Dependence Index,Ecosystem,Yes,5,1,No,1.357142857,0.772918235,3,1,1,1,24,,0,,0
Arrowtooth,Flatfish,GOA,Breeding Strategy Index,Ecosystem,Yes,4,0,No,2.35483871,2.158450979,8,0,2,2,16,,0.25,,0.358
Arrowtooth,Flatfish,GOA,Mean Trophic Level,Ecosystem,Yes,3.5,2.5,No,3.760483871,0.362723882,4.4,3.2,4.2,1,28,,0.833333333,1,0.769
Arrowtooth,Flatfish,GOA,Prey Specificity,Ecosystem,Yes,3.5,2.5,No,1.561290323,0.504197086,2.8,1,1.6,1,25,,0.333333333,,0.679
Arrowtooth,Flatfish,GOA,Population Growth Rate,Ecosystem,Yes,3.5,2.5,No,2.675,0.511998884,3.7,2.3,3,3,10,,0.5,,0.625
Arrowtooth,Flatfish,GOA,Adult Mobility,Ecosystem,Yes,3.5,2.5,No,1.651612903,0.538894416,2.6,1,1.7,1,22,,0.4375,,0.622
Arrowtooth,Flatfish,GOA,Dispersal ELH,Ecosystem,Yes,3.5,2.5,No,1.614516129,0.721302732,3.6,1,1.4,2,19,,0.153846154,,0.547
Arrowtooth,Flatfish,GOA,OA Sensitivity,Ecosystem,Yes,3.5,2.5,No,1.869354839,0.537019312,2.8,1,2,1,26,,0.555555556,,0.509
Arrowtooth,Flatfish,GOA,Reproductive Strategy,Ecosystem,Yes,3.5,2.5,No,1.875,0.254950976,2.3,1.6,1.8,2,20,,0.285714286,,0.5
Arrowtooth,Flatfish,GOA,Temperature Sensitivity,Ecosystem,Yes,3.5,2.5,No,1.84375,0.551256681,3.2,1.55,1.7,3.5,13,,0.090909091,,0.333
Arrowtooth,Flatfish,GOA,Habitat Specificity,Ecosystem,Yes,3.5,2.5,No,1.477419355,0.432082018,2.6,1,1.1,1,23,,0.0625,,0.207
Arrowtooth,Flatfish,GOA,Spawning Cycle,Ecosystem,Yes,3.5,2.5,No,2.75,0.507092553,3.8,2.2,2.3,1,17,,0.0625,,0.125
Arrowtooth,Flatfish,GOA,Other Stressors,Ecosystem,Yes,3.5,2.5,No,1.291935484,0.275382528,2.2,1,1.1,1,27,,0.083333333,,0.037
Arrowtooth,Flatfish,GOA,ELH Survival Settlement,Ecosystem,Yes,3.5,2.5,No,2.4375,0.232609421,2.7,2,2,2,21,,0,,0
Arrowtooth,Flatfish,GOA,Stock Size over Status,Ecosystem,No,3.5,2.5,No,1.25,0.585314097,3,1,1,3,35,,0,,0
Arrowtooth,Flatfish,GOA,Ecosystem Value Top-Down,Ecosystem,Yes,3,1.5,No,2.313559322,1.312730456,5,0,5,2,30,,1,1,0.865
Arrowtooth,Flatfish,GOA,Ecosystem Value Bottom-Up,Ecosystem,Yes,3,1.5,No,2.449152542,1.425430713,5,1,2,2,29,,0.25,,0.442
Arrowtooth,Flatfish,GOA,Geographic Concentration,Ecosystem,Yes,3,1,No,1.778846154,0.812967582,3,1,1,3.5,14,,0,,0
Arrowtooth,Flatfish,GOA,Recruitment Variability,Ecosystem,Yes,0.9,0.3,No,0.626755339,0.257351262,1.05,0.332979127,0.51,2,1,,0.246883849,,0.31
Arrowtooth,Flatfish,GOA,Relative Fishing Mortality,Socioeconomic,No,0.9,0.25,No,0.319417968,0.228228829,0.900738634,0,0.084165966,3,43,,0.093441053,,0.196
Arrowtooth,Flatfish,GOA,Commercial Importance,Socioeconomic,Yes,0.729513501,0.645556499,No,0.603585556,0.270171516,1,0,0.80084187,3,31,,0.80084187,1,0.792
Arrowtooth,Flatfish,GOA,Natural Mortality,Ecosystem,Yes,0.5,0.2,No,0.196413793,0.195789274,1,0.03,0.275,3,2,,0.25257732,,0.773
Arrowtooth,Flatfish,GOA,Relative Stock Abundance,Ecosystem,No,0.5,1.2,Yes,1.745167825,0.628635436,3.262385004,0.520664332,3.262385004,3,34,,1,1,0
Arrowtooth,Flatfish,GOA,Growth Rate,Ecosystem,Yes,0.1,0.25,Yes,0.174834341,0.109642666,0.445,0.022,0.169,3,3,,0.34751773,1,0.436
Arrowtooth,Flatfish,GOA,Spawning Aggregation,Ecosystem,No,,,No,2.695652174,0.702901946,3,1,NA,1,36,,#VALUE!,,#VALUE!
Arrowtooth,Flatfish,GOA,Recreational Index,Socioeconomic,No,,,No,26021.22222,41188.18114,122501,7,0,2,45,,-5.71E-05,,#N/A
Arrowtooth,Flatfish,GOA,Recreational Fishery Importance,Socioeconomic,No,,,No,0.239795918,0.530229863,2.25,0,NA,2,47,,#VALUE!,,#VALUE!
Arrowtooth,Flatfish,GOA,Generation Time,Ecosystem,No,,,,20.33942857,13.18511013,56,8,NA,3,58,,#VALUE!,,#VALUE!
Arrowtooth,Flatfish,GOA,Biomass,Ecosystem,No,,,,234537.875,518883.9756,3540000,5352,1133010,3,49,,0.319029787,,0.978
Arrowtooth,Flatfish,GOA,Spawning Duration,Ecosystem,Yes,,,Yes,5.6,3.190026832,12,2,3,1,18,,0.1,,0.942
Arrowtooth,Flatfish,GOA,ABC,Ecosystem,No,,,,73621.35417,239652.9225,1637000,453,192921,3,53,,0.117606155,,0.93
Arrowtooth,Flatfish,GOA,B_MSY,Ecosystem,No,,,,180606.4286,370829.139,1984200,7198,347295,3,50,,0.172026634,,0.925
Arrowtooth,Flatfish,GOA,OFL,Ecosystem,No,,,,115596.06,470480.8576,3330000,560,226390,3,52,,0.067828223,,0.906
Arrowtooth,Flatfish,GOA,TAC,Socioeconomic,No,,,,52831.9375,191727.0498,1310000,100,103300,3,54,,0.07878464,,0.906
Arrowtooth,Flatfish,GOA,Long_Min,Ecosystem,No,,,,134.75,34.67917475,180,45,162,4,65,,0.866666667,,0.814
Arrowtooth,Flatfish,GOA,Lat_Min,Ecosystem,No,,,,32.90322581,6.657202872,54,17,35,4,63,,0.486486486,,0.807
Arrowtooth,Flatfish,GOA,Catch,Socioeconomic,No,,,,40910.29243,182269.7611,1321581,0,19060,3,51,,0.01442212,,0.79
Arrowtooth,Flatfish,GOA,Feeding Larvae Size,Ecosystem,No,,,,18.73,10.43828462,41.5,8,26,2,39,,0.537313433,,0.785
Arrowtooth,Flatfish,GOA,Total_Mortality,Ecosystem,No,,,,0.26672595,0.308989632,1.900738634,0.036,0.29,3,55,,0.136212119,,0.764
Arrowtooth,Flatfish,GOA,Transformation Size,Ecosystem,No,,,,31.97857143,17.35764866,67.5,13.4,37.5,2,41,,0.445471349,,0.75
Arrowtooth,Flatfish,GOA,Age 50% Maturity,Ecosystem,Yes,,,No,10.14553191,6.575004648,36,3.6,11,3,5,,0.228395062,,0.717
Arrowtooth,Flatfish,GOA,Latitude Range,Ecosystem,Yes,,,Yes,33.01612903,7.614679386,53,12,32,4,11,,0.487804878,,0.699
Arrowtooth,Flatfish,GOA,Lat_Max,Ecosystem,No,,,,65.91935484,5.19867066,79,60,67,4,64,,0.368421053,,0.692
Arrowtooth,Flatfish,GOA,Length 50% Maturity,Ecosystem,Yes,,,No,45.52172727,27.98778625,130,13.5,44.5,4,8,,0.266094421,,0.666
Arrowtooth,Flatfish,GOA,Long_Max,Ecosystem,No,,,,128.5294118,21.19496123,180,109,122,4,66,,0.183098592,,0.655
Arrowtooth,Flatfish,GOA,Egg Diameter,Ecosystem,No,,,,1.677419355,0.831961408,4,0.8,1.78,2,37,,0.30625,,0.62
Arrowtooth,Flatfish,GOA,Usual_Depth_Min,Ecosystem,No,,,,70.72580645,96.76677545,400,0,100,3,67,,0.25,,0.596
Arrowtooth,Flatfish,GOA,Max Weight,Ecosystem,No,,,,14.22736364,21.61082247,91,0.052,8.6,3,62,,0.093987773,,0.578
Arrowtooth,Flatfish,GOA,Hatch Size,Ecosystem,No,,,,4.662,1.938848389,11.5,2,4.25,2,38,,0.236842105,,0.54
Arrowtooth,Flatfish,GOA,Common/Max Length,Ecosystem,No,,,,99.04484151,126.2037305,700,20,79,4,61,,0.086764706,,0.5
Arrowtooth,Flatfish,GOA,Feeding Larvae Duration,Ecosystem,No,,,,115.530303,47.80264431,182,30,120,2,40,,0.592105263,,0.437
Arrowtooth,Flatfish,GOA,Mean Age,Ecosystem,Yes,,,No,12.71687016,7.367200393,31,2,12.57200655,3,6,,0.36455195,,0.431
Arrowtooth,Flatfish,GOA,Habitat Vulnerability Index,Ecosystem,No,,,No,0.693877551,0.683254517,2,0,1,1,42,,0.5,,0.404
Arrowtooth,Flatfish,GOA,Fishing_Mortality (Z-M),Socioeconomic,No,,,,0.069519053,0.134024088,0.900738634,0,0.015,3,56,,0.016652999,,0.352
Arrowtooth,Flatfish,GOA,Best_Age,Ecosystem,No,,,,13.37765449,7.086950602,28,3,12.57200655,3,60,,0.382880262,,0.346
Arrowtooth,Flatfish,GOA,Subsistence Index,Socioeconomic,No,,,No,1364.684925,2526.52813,10711.22072,5.599,71.1025,2,46,,0.006118608,,0.277
Arrowtooth,Flatfish,GOA,Usual_Depth_Max,Ecosystem,No,,,,476.9354839,427.9366764,2000,100,300,3,68,,0.105263158,,0.23
Arrowtooth,Flatfish,GOA,Fishing_Rate_Relative_Natural_Mortality,Socioeconomic,No,,,,0.313625445,0.288537257,1.15,0,0.054545455,3,57,,0.04743083,,0.117
Arrowtooth,Flatfish,GOA,Doubling_Time,Ecosystem,No,,,,9.738793103,3.639862672,14,2.9,9.25,3,59,,0.572072072,,0.102
Arrowtooth,Flatfish,GOA,Constituent Demand,Socioeconomic,Yes,,,No,2.73,1.607412676,5,0,0,3,32,,0,,0
Arrowtooth,Flatfish,GOA,Non-Catch Value,Socioeconomic,Yes,,,No,1.967391304,1.419711136,5,0,0,3,33,,0,,0
Arrowtooth,Flatfish,GOA,Subsistence Fishery Importance,Socioeconomic,No,,,No,0.987179487,1.216591331,4,0,0,2,48,,0,,0
